1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. TRI CHEMICAL/COMPOUND ID,37. CAS#,38. SRS ID,39. CLEAN AIR ACT CHEMICAL,40. CLASSIFICATION,41. METAL,42. METAL CATEGORY,43. CARCINOGEN,44. PBT,45. PFAS,46. FORM TYPE,47. UNIT OF MEASURE,48. 5.1 - FUGITIVE AIR,49. 5.2 - STACK AIR,50. 5.3 - WATER,51. 5.4 - UNDERGROUND,52. 5.4.1 - UNDERGROUND CL I,53. 5.4.2 - UNDERGROUND C II-V,54. 5.5.1 - LANDFILLS,55. 5.5.1A - RCRA C LANDFILL,56. 5.5.1B - OTHER LANDFILLS,57. 5.5.2 - LAND TREATMENT,58. 5.5.3 - SURFACE IMPNDMNT,59. 5.5.3A - RCRA SURFACE IM,60. 5.5.3B - OTHER SURFACE I,61. 5.5.4 - OTHER DISPOSAL,62. ON-SITE RELEASE TOTAL,63. 6.1 - POTW - TRNS RLSE,64. 6.1 - POTW - TRNS TRT,65. POTW - TOTAL TRANSFERS,66. 6.2 - M10,67. 6.2 - M41,68. 6.2 - M62,69. 6.2 - M40 METAL,70. 6.2 - M61 METAL,71. 6.2 - M71,72. 6.2 - M81,73. 6.2 - M82,74. 6.2 - M72,75. 6.2 - M63,76. 6.2 - M66,77. 6.2 - M67,78. 6.2 - M64,79. 6.2 - M65,80. 6.2 - M73,81. 6.2 - M79,82. 6.2 - M90,83. 6.2 - M94,84. 6.2 - M99,85. OFF-SITE RELEASE TOTAL,86. 6.2 - M20,87. 6.2 - M24,88. 6.2 - M26,89. 6.2 - M28,90. 6.2 - M93,91. OFF-SITE RECYCLED TOTAL,92. 6.2 - M56,93. 6.2 - M92,94. OFF-SITE ENERGY RECOVERY T,95. 6.2 - M40 NON-METAL,96. 6.2 - M50,97. 6.2 - M54,98. 6.2 - M61 NON-METAL,99. 6.2 - M69,100. 6.2 - M95,101. OFF-SITE TREATED TOTAL,102. 6.2 - UNCLASSIFIED,103. 6.2 - TOTAL TRANSFER,104. TOTAL RELEASES,105. 8.1 - RELEASES,106. 8.1A - ON-SITE CONTAINED,107. 8.1B - ON-SITE OTHER,108. 8.1C - OFF-SITE CONTAIN,109. 8.1D - OFF-SITE OTHER R,110. 8.2 - ENERGY RECOVER ON,111. 8.3 - ENERGY RECOVER OF,112. 8.4 - RECYCLING ON SITE,113. 8.5 - RECYCLING OFF SIT,114. 8.6 - TREATMENT ON SITE,115. 8.7 - TREATMENT OFF SITE,116. PRODUCTION WSTE (8.1-8.7),117. 8.8 - ONE-TIME RELEASE,118. PROD_RATIO_OR_ ACTIVITY,119. 8.9 - PRODUCTION RATIO
1987,94509DPNTN6000B,110042000000,DU PONT ANTIOCH WORKS,6000 BRIDGEHEAD RD,ANTIOCH,CONTRA COSTA,CA,945097301,,,38,-122,NAD83,E I DU PONT DE NEMOURS & CO INC,1315704,,NO,325,Chemicals,2816,,,,,,325131,,,,,,1.387E+12,Dichloromethane,NO,75092,75-09-2,5306,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,300,5700,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,94509DPNTN6000B,110042000000,DU PONT ANTIOCH WORKS,6000 BRIDGEHEAD RD,ANTIOCH,CONTRA COSTA,CA,945097301,,,38,-122,NAD83,E I DU PONT DE NEMOURS & CO INC,1315704,,NO,325,Chemicals,2816,,,,,,325131,,,,,,1.387E+12,Titanium tetrachloride,NO,7550450,7550-45-0,151449,YES,TRI,NO,Individually-listed compounds that contain metal,NO,NO,NO,R,Pounds,1300,8800,0,0,0,0,0,0,0,0,0,0,0,0,10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10100,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,94509DPNTN6000B,110042000000,DU PONT ANTIOCH WORKS,6000 BRIDGEHEAD RD,ANTIOCH,CONTRA COSTA,CA,945097301,,,38,-122,NAD83,E I DU PONT DE NEMOURS & CO INC,1315704,,NO,325,Chemicals,2816,,,,,,325131,,,,,,1.387E+12,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,7664939,7664-93-9,152405,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,94509DPNTN6000B,110042000000,DU PONT ANTIOCH WORKS,6000 BRIDGEHEAD RD,ANTIOCH,CONTRA COSTA,CA,945097301,,,38,-122,NAD83,E I DU PONT DE NEMOURS & CO INC,1315704,,NO,325,Chemicals,2816,,,,,,325131,,,,,,1.387E+12,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,7647010,7647-01-0,152231,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,6500,25000,0,0,0,0,0,0,0,0,0,0,0,0,31500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31500,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,95201MRTNP38WES,110002000000,MORTON PAINT CO,38 W SONORA ST,STOCKTON,SAN JOAQUIN,CA,95201,,,38,-121,NAD83,ALCO INDUSTRIES INC,108839168,,NO,325,Chemicals,2851,,,,,,325510,,,,,,1.38701E+12,Methyl ethyl ketone,NO,78933,78-93-3,7443,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,2640,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,95201MRTNP38WES,110002000000,MORTON PAINT CO,38 W SONORA ST,STOCKTON,SAN JOAQUIN,CA,95201,,,38,-121,NAD83,ALCO INDUSTRIES INC,108839168,,NO,325,Chemicals,2851,,,,,,325510,,,,,,1.38701E+12,Acetone,NO,67641,67-64-1,4309,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350,7350,1600,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,91710GNRLC5568S,110000000000,GENLABS,5568 SCHAEFER AVE,CHINO,SAN BERNARDINO,CA,91710,,,34,-118,NAD83,GENLABS,98951091,GENLABS,NO,325,Chemicals,2842,,,,,,325612,,,,,,1.38701E+12,Phosphoric acid,NO,7664382,7664-38-2,152363,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,90280BWRSD8685B,110010000000,BOWERS MANUFACTURING,8685 BOWERS AVE,SOUTH GATE,LOS ANGELES,CA,902803002,,,34,-118,NAD83,MASCO CORP,5320924,,NO,332,Fabricated Metals,3644,,,,,,332212,,,,,,1.38701E+12,Sodium hydroxide (solution),NO,1310732,1310-73-2,82644,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,8,0,0,0,0,0,821,0,0,0,55826,0,0,0,56655,0,1,1,0,0,0,0,0,0,0,0,56647,0,0,0,0,0,0,0,0,0,0,56647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56648,113302,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,90280BWRSD8685B,110010000000,BOWERS MANUFACTURING,8685 BOWERS AVE,SOUTH GATE,LOS ANGELES,CA,902803002,,,34,-118,NAD83,MASCO CORP,5320924,,NO,332,Fabricated Metals,3644,,,,,,332813,,,,,,1.38701E+12,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,7664939,7664-93-9,152405,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,3,0,0,0,0,0,23400,0,0,0,6455,0,0,0,29858,0,0,0,0,0,0,0,0,0,0,0,13400,0,0,0,0,0,0,0,0,0,0,13400,0,0,0,0,0,0,0,0,0,6455,0,0,0,0,0,6455,0,19855,43258,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,91352THFLM11120,110000000000,FLAMEMASTER CORP,11120 SHERMAN WAY,SUN VALLEY,LOS ANGELES,CA,91352,,,34,-118,NAD83,NA,NA,,NO,325,Chemicals,2891,,,,,,325520,,,,,,1.38701E+12,Antimony,NO,7440360,7440-36-0,149963,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,90058JLYNC4560E,110002000000,A J LYNCH & CO,4560 E 50TH ST,VERNON,LOS ANGELES,CA,90058,,,34,-118,NAD83,ALCAN ALUMINUM CORP,1504935,,NO,325,Chemicals,2819,,,,,,325188,,,,,,1.38701E+12,Aluminum oxide (fibrous forms),NO,1344281,1344-28-1,86132,NO,TRI,NO,Individually-listed compounds that contain metal,NO,NO,NO,R,Pounds,250,0,0,0,0,0,0,0,0,0,0,0,0,250,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,92011PTRSL1888N,110000000000,BRENNTAG PACIFIC,1888 NIRVANA AVE,CHULA VISTA,SAN DIEGO,CA,91911,,,33,-117,NAD83,BRENNTAG NA INC,92963644,,NO,325,Chemicals,5161,5172,,,,,325998,,,,,,1.38701E+12,2-Ethoxyethanol,NO,110805,110-80-5,26989,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,250,250,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,95161NTDTCPOBOX,110001000000,UNITED TECHNOLOGIES CORP P&W SPACE PROPULSION,600 METCALF RD,SAN JOSE,SANTA CLARA,CA,95138,,,37,-122,NAD83,UNITED TECHNOLOGIES CORP,1344142,,NO,336,Transportation Equipment,3760,,,,,,336415,,,,,,1.38701E+12,Aluminum oxide (fibrous forms),NO,1344281,1344-28-1,86132,NO,TRI,NO,Individually-listed compounds that contain metal,NO,NO,NO,R,Pounds,0,395381,0,0,0,0,0,0,0,0,0,0,0,0,395381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395381,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,95161NTDTCPOBOX,110001000000,UNITED TECHNOLOGIES CORP P&W SPACE PROPULSION,600 METCALF RD,SAN JOSE,SANTA CLARA,CA,95138,,,37,-122,NAD83,UNITED TECHNOLOGIES CORP,1344142,,NO,336,Transportation Equipment,3760,,,,,,336415,,,,,,1.38701E+12,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,7647010,7647-01-0,152231,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,274065,0,0,0,0,0,0,0,0,0,0,0,0,274065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274065,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,95161NTDTCPOBOX,110001000000,UNITED TECHNOLOGIES CORP P&W SPACE PROPULSION,600 METCALF RD,SAN JOSE,SANTA CLARA,CA,95138,,,37,-122,NAD83,UNITED TECHNOLOGIES CORP,1344142,,NO,336,Transportation Equipment,3760,,,,,,336415,,,,,,1.38701E+12,Methyl ethyl ketone,NO,78933,78-93-3,7443,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,789,3157,0,0,0,0,0,0,0,0,0,0,0,0,3946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11139,11139,3946,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,95161NTDTCPOBOX,110001000000,UNITED TECHNOLOGIES CORP P&W SPACE PROPULSION,600 METCALF RD,SAN JOSE,SANTA CLARA,CA,95138,,,37,-122,NAD83,UNITED TECHNOLOGIES CORP,1344142,,NO,336,Transportation Equipment,3760,,,,,,336415,,,,,,1.38701E+12,"1,1,1-Trichloroethane",NO,71556,71-55-6,4796,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,50503,93793,0,0,0,0,0,0,0,0,0,0,0,0,144296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113951,113951,144296,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,92504RCRPN7809L,110000000000,CARPENTER CO,7809 LINCOLN AVE,RIVERSIDE,RIVERSIDE,CA,92504,,,34,-117,NAD83,CARPENTER CO,3109444,CARPENTER CO,NO,326,Plastics and Rubber,3079,,,,,,326150,,,,,,1.38701E+12,"4,4'-Methylenedi(phenyl isocyanate)",NO,101688,101-68-8,20263,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,250,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,94533MRCNN2433C,110000000000,ARDAGH METAL BEVERAGE USA INC  RE: FAIRFIELD PLANT,2433 CROCKER CIRCLE,FAIRFIELD,SOLANO,CA,94533,,,38,-122,NAD83,ARDAGH HOLDINGS USA INC,80376954,ARDAGH HOLDINGS USA INC,NO,332,Fabricated Metals,3411,,,,,,332431,,,,,,1.38701E+12,Phosphoric acid,NO,7664382,7664-38-2,152363,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,94533MRCNN2433C,110000000000,ARDAGH METAL BEVERAGE USA INC  RE: FAIRFIELD PLANT,2433 CROCKER CIRCLE,FAIRFIELD,SOLANO,CA,94533,,,38,-122,NAD83,ARDAGH HOLDINGS USA INC,80376954,ARDAGH HOLDINGS USA INC,NO,332,Fabricated Metals,3411,,,,,,332431,,,,,,1.38701E+12,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,7664939,7664-93-9,152405,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
